access to your calendar to create event,add to calendar back,click add events get calendar provider start view calendar event managed profile get string set title append update,create events today,CALENDAR
This permission allows Noor Media Apps to use your device's camera to take Photos / Videos and turn ON/OFF Camera Flash.,Share Image Twitter Whatsapp Instagram Mail Facebook more ,get camera instance open take picture get preview,Take your new image with camera ,CAMERA
android.permission.CAMERA : this special permission is used for scanning only,Scaning Start Scan Quit,get camera open get color effect video stabilization ,QR Codes scan for more info on all marketing items,CAMERA
this app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing,Camera Open Gallery Save Image Return,click open camera run background start session capture,Enhance your photos from many photo sources such as Camera,CAMERA
camera permission is required. please grant us this permission to use our app,Enter via GID Guest Registered Guest Cancel Join Event Start Video Call The event is blocked by the system administrator Event not found Event session was already stopped Event session was deleted Event not started yet You can join the event only from IP addresses specified in the service,get device get camera start capture camera thread run video stabilization run run start capture camera thread stop capture camera thread stop preview ,Video transmission The camera will be turned on by default,CAMERA
premission required: camera,Upload Upload High Low Medium Upload Upload Change Picture View Photo Cancel Tag Scan Barcodes,get camera instance open auto focus picture taken ,Option to Scan the barcode,CAMERA
access to device camera,Take a Photo Gallery Save Image,get camera instance open run set listener click take picture,Simply take a new picture with your camera or pick a photo from Gallery and create a neat and wonderful photo pencil sketch,CAMERA
CAMERA Used for permissions that are associated with accessing camera or capturing images/video from the device. This permission allows this application to capture the user's selfies in order for them to be viewed in a timeline within this application.,Take Picture Save Camera ,get camera set display orientation set preview buffer set preview size start preview open set picture size take picture ,Take a Picture From Camera ,CAMERA
CAMERA: Used to take pictures from camera.,Save Image,click open camera set camera parameter take picture set picture size,Photo Shooter is an app that will give you facility to shoot the photo at specific time intervals,CAMERA
"Our applications will use camera information, and process the photo you take, add some special effect on the photo as you want",Bounce Ball Your Game New Record Sound On Off Quit,surface set preview size start preview surface ,You can bounce a virtual basketball through the camera via Bounce Ball (AR Basketball),CAMERA
"This permission help us to get an image from your camera, and take picture from your smartphone camera.",Gallery Photos Select UNDO OPEN Camera Capture Image Save Return,create start activity run set listener click capture photo,Select a Photo from the Gallery or Take Photos using the Phone's Camera*,CAMERA
This app requestt permission to access your camera.,More Dates Next Scan Now ,destroy pause release resume start preview surface ,"The D-H Pharmacy application allows our customers to manage their prescriptions including request for prescription refills, refill by scanning your label",CAMERA
camera this permission is used exclusively to enable the flash of the camera,Camera store image in Picture gallerybGallery My Photos Photo Save Set as wallpaper Share with Delete Exit,create open camera get camera device set preview,User can select their photo directly from camera,CAMERA
camera permission is required. please grant us this permission to use our app,Take a Picture Save Picture to Gallery Select DELETE CANCEL,click create start open camera get camera get number switch camera take picture,take photo by device camera,CAMERA
"Also, some of our Applications give users the ability to take pictures and/or record video to save them to the user?€?s mobile device",Save Image,get get camera parameter type get camera parameter set camera parameter trigger get capture set camera parameter get flash take picture start capture capture,Once you have applied your Battle Tats temporary tattoo simply scan it using the app,CAMERA
request to access device camera. camera permission is used to extract QR code only,Scan Confirm Cancel,start camera start preview run surface texture available set focus mode ,Use this scanner to get your loyalty points for your mob just focus on the QR code presented,CAMERA
we may ask permission to access camera to scan or decode QR code and barcode.,Scan Confirm Cancel,get camera set focus mode auto focus start run background scan set flash mode get flash,QR code payment advantages: Fast transactions Scan and confirm,CAMERA
camera permission is required. please grant us this permission to use our app,Camera Take Picture OPEN GALLERY Add Frame Pick Save changes DONE CANCEL,take picture,Collect your photo from the app's camera,CAMERA
we may ask permission to access camera to scan or decode QR code and barcode.,Scan Start Scaning Cancel Save Image,set get preview sizes run set desired configure get preview sizes get camera run open set torch mode,Scan any item's barcode anywhere and see its availability in your library,CAMERA
premission required: camera,Call Records Enable speaker Call Log Auto send Recordings to mail Record call history,create run get camera capture ,Search and Customize thousands of quotes and share customize with different background images from camera,CAMERA
Some of our app may request your camera data.,Set As WallPaper Download Save Image,run set audio source set video source get start call,Get to know them by using our video chat before meeting them,CAMERA
access to device camera,Our app requires access to camera to display preview Turn on camera preview,set content view start camera toggle set content view handle intent execute run start background ,Laser Level is a level tool which uses the camera combined with the accelerometer giving the user close to perfect measurements of angles,CAMERA
"This permission help us to get an image from your camera, and take picture from your smartphone camera.",Choose photo from gallary or use camera to capture the photo Submit CATEGORIES Capture Photo Gallery Pick,start camera show camera preview setup camera camera preview surface start camera start camera adjust view size start camera get camera instance ,"MOREARVIE is a free, online, augmented reality application, which, by using the camera of any smart device, displays digital content on your screen within a 30 km radius from the reference point",CAMERA
this app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing,Gallery Take Shot Switch shape Fit view Header ?? VISION PRO INC Selfie Artizma XMAS Mirror Collage Warp Photo Editor Photo Eraser ,try open camera resume preview set preview frame rate camera try open camera run surface get take picture set flash light mode ,Record a video  using this video effects creator,CAMERA
Some of the application may request your camera data. It is used to capture for the purpose of editing and we don 't share any photo data with anyone or any other app or person.,Choose colors All colors Flashlight,get camera create request result get output sizes ," In addition, you can bring your led camera flashlight to the party too",CAMERA
our app may include functionality which allow you to take pictures using your camera.,Camera Take Photo Upload Gallery OK DONE CANCEL Return,set picture size resume surface preview set preview size resume resume initialize camera touch cancel auto focus ,"Snap a photo of your homework, and quickly get help with algebra, calculus, geometry, trigonometry, probability, statistics, math, science and more!",CAMERA
"in order to let our app work in full functionality, users need to grant camera permission.",Take Photo Set as Wallpaper Save Done Cancel Return,get camera open set preview take picture,Will Find in this application the amazing collection Of Wallpapers and its easy to Save it to your memory,CAMERA
"request permission: camera, storage, .etc",Take Picture Gallery Select Save,get camera set focus mode set preview set take picture click add effects click create click apply,"take picture from your camera, Apply effects and save or share your Photo",CAMERA
make sure to grant camera permission before using our app. This app requires camera permission.,Cancel Download? Yes No Paired Devices Other Available Devices Scan for devices ,get camera get device take picture preview frame prompt prompt invoke,Access Camera,CAMERA
This app requestt permission to access your camera.,Album,open camera release camera disconnect camera close camera stop preview set camera preview size face detection,Take a photo of your face (selfie) and photos of the ID documents that the app will ask for,CAMERA
This app need to access to camera to take photo,Save Image,get camera instance click open set preview,Choose the photograph from the camera,CAMERA
Required to be able to access the camera device. We use your device camera to take pictures.,Select Photo from Open Camera Take Photo Gallery Select Upload DONE Return,get camera auto focus set listener click start capture,upload a photo from camera,CAMERA
we may ask permission to access camera to scan or decode QR code and barcode.,Scan QR Code Scan Business Card Take Photo Scanned Card Enable email,surface resume get camera open driver set camera preview frame auto focus ,This app platform empowers exhibitors to log leads generated at expos by scanning the badge,CAMERA
"request permission: camera, storage, .etc",Camera Gallery Choose from Options Use Camera or Gallery,click open camera touch event handle focus get camera start cam resume set preview buffer ,"You can select the service (Cleaning, Public Lighting, gardens, etc
), type of incident to report, and to photograph it",CAMERA
Required to be able to access the camera device. We use your device camera to take pictures.,Select Layout Select Image Set Image in Grid Background Background Color Set Image in Grid Free Style Add Text Add Image Save SAVED IMAGES Blur Clear query Clear FILTER IMAGE Edit Image FILTER IMAGE Saved Images,set preview run set camera set camera take picture,Select photo from your phone gallery or take photo by using the camera,CAMERA
Our app access device camera to take picture,Camera Open Gallery Take Photo,get camera list get front camera choose mode set preview start take picture,"now select a face, already saved in your gallery or capture it with camera",CAMERA
Device access information Camera,Dismiss alarm Cancel Access to the camera and files is needed for detection smile and saving photo Save,layout get camera surface resume take picture update ,The Smile Alarm Clock has face recognition feature that turn off the alarm only if you give it a bright sunny smile,CAMERA
You may access device Camera (Rear & front) and Gallery in order to use our applications.,Crop Image Eraser Brush Size Cut Reset Rotate Erase Hand Free Crop Save Image Gallery Edit,set camera run set previewget preview size preview frame ,take a selfie or Capture a picture with Camera or Select your photo from gallery,CAMERA
permission required: camera,Entering Camera Take Photo Settings Switch Camera,start face tracking run face detection take photo start capture,An intelligent smartphone and action camera stabilizer for maximum stabilizatio control photo and video recording with the onboard joystick controls and enable object/face tracking during recording,CAMERA
permission required: camera,Entering Camera Take Photo Settings Switch Camera,start face tracking run face detection start recording start stop destroy release,An intelligent smartphone and action camera stabilizer for maximum stabilizatio control photo and video recording with the onboard joystick controls and enable object/face tracking during recording,CAMERA
we use camera permission to provide our service,Camera Open Gallery Take Picture Save to Gallery,start preview stop preview release,"Photo / Camera-When writing a post, you need access to the function for taking pictures and attaching photos",CAMERA
Device access information Camera,Gallery Save Image,set preview surface start preview picture taken stop preview release,HopBucket is a simple way to create a travel story from your photos,CAMERA
our app may include functionality which allow you to take pictures using your camera.,Spring Images Privacy Policy Spring Image Crop Image Spring Spring Slim ,start capture session capture,Select Photo From Gallery or Camera,CAMERA
This app will need to access to your device camera,Rate Now More Apps Privacy Policy Recommended Apps MY CREATION %1$s SELECTED No image saved. 1/7 Hello OPACITY Privacy Policy ,open set preview set picture size take picture save get picture size,Choose photo from gallery or camera,CAMERA
"In order to use our app's full service, user need to grant certain permissions, such as camera",Please point your camera at the QR code scan qr code,get device allocate create video capture get camera legacy device get capture type get device name get capture type get name ,In-app barcode scanner for adding products,CAMERA
Our app will use camera information,Local Video 0 files Drive Cam Connect Search My Media No files find in local folder Picture Video Playback Camera ,check permission request camera get camera device list open set preview set picture take picture,"Users can use Drive Cam Connect to control Snooper DVR-4HD to take pictures, video, time-lapse photography",CAMERA
permission required: camera,Camera required turn camera to your face,invoke start preview stop preview picture taken preview free camera release pause ,"With the Toothpic app, you can get a checkup using just six photos taken on your phone",CAMERA
This app requires permission to access your camera,You haven't saved any edited photos yet. Go back and select photos from gallery you want to edit. Size Offset Gallery,create start camera start capture run start session,Select a photo from your image or take one with your phone camera,CAMERA
access to device camera is required for us to provide our service,Hair Color Changer Save Apply Gallery,get camera open get color effect set focus mode start preview surface take picture,This is an ultimate hair color simulation application just take a picture or import from gallery,CAMERA
our apps need camera permission to take photos,Photo Phuniya Effect No Image Found... Photo Phuniya Effect Exit App? Exit Cancel Rate Photo Phuniya Effect Save to My Album Continue Enter My Album ,click open camera open start preview auto focus set color effect take picture,Select a photo either from the gallery or take photo using phone's camera,CAMERA
CAMERA: Take photos by user?€?s device camera.,Local Gallery Web Gallery Camera Take Picture,setup camera get camera open take picture camera start preview picture taken picture taken surface start camera preview ,"The best Android App for creating panoramasCreate beautiful, seamless 360 panoramic photos easily by utilizing the camera and the orientation sensor to know the exact angle each picture was taken
Export to gallery folderThe following features are only included in the Pro version",CAMERA
permission required: camera,Open Camera Accessing to the camera is needed to take augmented-reality bearings,set preview size surface surface start preview context item selected create key item click create take picture create click ,Bearings are recorded using the camera of your device,CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",Web Stream Video Audio Edit Settings Camera Gallery Scan QR code,request camera permission scan code get camera request result run get camera open start preview run start preview ,Note: Picture and Video access is requested for the QR code scanner,CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",Scan qr code,run create scanner get camera device start scan run start activity,"Supports usage of QR codes to scan and manage asset, service and performance data",CAMERA
use device camera to take pictures and videos,Access to camera is required for taking photo Camera Open Gallery Save to Gallery,get camera open run get preview format run get picture sizes take picture run stop preview release,Camera is another function as a bonus for the user who has installed this app,CAMERA
Camera permission is used for accessing the camera or capturing images and video from the device.,Video Replay Start Recording,get camera get front camera open run take picture start stop release,Capture or add videos from gallery,CAMERA
permission required: camera,touch an Image to Retake Picture Quick Deposit Take Picture Open,surface set preview display open surface take picture auto focus stop preview surface release surface ,Deposit checks by taking a picture with your device,CAMERA
Device access information Camera,Top Model Photo Montage Cancel Rotate counter clockwise Left Rotate Right Done Done Top Model Photo Montage Start Camera Open Gallery Save Image,start capture camera thread start capture ,Choose Images from Gallery or Capture through Camera,CAMERA
Take photos with the user?€?s device camera.,Camera Take Picture Gallery Upload,set preview display surface get surface get picture sizes,"Send complaints about Street Lights, Potholes and Garbage in your locality quickly and easily to your municipal authorities with pictures and location maps",CAMERA
CAMERA: Take photos by user?€?s device camera.,Select Frame Camera Gallery Take Photo Save Image,get camera create start preview set picture size take picture stop preview release destroy,Select a photo from the gallery or take photos using the phone or tablet camera,CAMERA
access to device camera is required for us to provide our service,Place a barcode inside the viewfinder rectangle to scan it Scan Store your scans in History,get camera get color effect open start preview get color effects get video stabilization ,Each attendee can download the free Lead Retrieval App from here and get it activated by scanning their own badge for an event,CAMERA
Camera permission is used for accessing the camera or capturing images and video from the device.,Camera Gallery Facebook My Creation Share App Feedback Preview Edit No Images Available ,take picture,In this app you can take pictures from gallery OR camera OR Facebook and make it Saen,CAMERA
"This permission help us to get an image from your camera, and take picture from your smartphone camera.",CAMERA Upload Profile Image ,update necessary camera get optimal pic sizes get picture sizes open surface surface process frame take picture ,Just tap the Capture button and move your phone slowly and steadily from left to right,CAMERA
Camera Permission allows Photo Collage Maker to use your device?€?s camera to take Photos / Videos and turn ON/OFF Camera Flash. We do not save or upload your photos/videos.,Snap Photo Effect Camera Photo Editor  Save Photo,open camera get preview size preview frame run add buffer ,You select your photo from camera and gallery and make awesome face photo also you change your own photo with another person,CAMERA
"required permission include, but not limited to, camera.",Backgrounds Stickers Effects Text Camera Gallery,set camera run set preview open surface set picture size get picture size surface get preview take picture,"After downloaded this Women Suit Photo Editor, First select gallery photo or take new one",CAMERA
CAMERA: Take photos by user?€?s device camera.,Photo Editor Choose Photo Edit,create run start preview take photo click start activity,Select a photo from image gallery of take a new one,CAMERA
Our app need access to device camera and gallery to load and take photos,Camera Gallery More App Rate Us  About Us ,get camera get preview sizes get picture sizes open start preview take picture stop preview ,Click a photo from your camera or select one from gallery,CAMERA
Take pictures and videos : This permission allows  to use your device?€?s camera to take photos / videos and turn ON/OFF Camera Flash. We do not save or upload your photos/videos.,Click below to add photo Select Frame ,get camera open set focus mode auto focus run set preview get picture size take picture,Select a photo from gallery or take photo by using your phone camera,CAMERA
access to device camera is required for us to provide our service,Settings,get front camera get camera surface set auto white balance lock surface run lock auto exposure start preview,Track and analyze your ball handling using only your phone camera,CAMERA
camera permission is used to open flashlight,Super FlashLight,click run set preview display surface set flash mode run start preview stop preview surface release surface ,Super Flashlight Real Bright app functions the built-in camera Led-flash and delivers the brightest light source as likely,CAMERA
This app requires camera permission. Because the app need to open camera for scanning purpose.,Scan Barcode View Library,open run get camera start preview get change camera preview frame run run set torch run torch set get default camera run,Scan any item's barcode anywhere and see its availability in your library,CAMERA
Take photos with the user?€?s device camera.,Camera Take Photo Gallery,camera present sync get camera list,"Simply snap a photo, choose a style and enjoy! You'll be able to share with everyone the images you create",CAMERA
use device camera to take pictures and videos,Camera Open Gallery Take Photo,start camera open click start capture image,Select your photos from gallery or take it from your phone camera,CAMERA
access to device camera is required for us to provide our service,Please allow app to access camera so that you can click your picture for Profile Access to the camera is needed for barcode detection,clean destroy start camera source stop start stop material scanner start release release pause release cancel auto focus cancel auto focus ttake picture set auto focus move get zoom,Scan barcodes at the pet store and identify bad dog or cat food ingredients,CAMERA
CAMERA: Take photos by user?€?s device camera.,Share This Image Via... Facebook Twitter Email NO IMAGE IN GALLERY ,set camera run set preview get preview frame ,"Choose photo from the gallery or take a photo with the camera, then apply the frame that you like and decorate with text",CAMERA
Take photos with the user?€?s device camera.,Edit Preview Adjust adjust Eyebrow Select any point and move to adjust Eyebrow Save Image,get camera set focus mode get preview range start preview take picture,Take a new photo or select one from your gallery on which you want to change eyebrows,CAMERA
some permissions required by our apps: camera,Camera permission is needed to show the camera preview Take a Photo Start Translate Return,set preview display surface stop camera start camera state handle message pause surface photo taken release surface stop picture taken ,"Take a photo and translate you can take a photo of texts, words and phrases you are going to translate, and the dictionary will provide translation both offline and online",CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",Scan QR code and call waiter,start preview start camera show camera preview camera preview surface start camera,"After installing the app on your device, simply scan the QR code which can be found in your room and place your order through a few simple steps",CAMERA
"in order to let our app work in full functionality, users need to grant camera permission.",Frame Apply Save Image Gallery,get camera open set preview surface start preview set picture size add buffer get picture size take picture stop preview,Take new photo or Select your Favourite picture in Gallery,CAMERA
Take photos by user's device camera. To help you access and use camera to take pictures.,Upload Open Callery Camera Take Picture,click set camera set preview surface click take picture click run start video recording start,carefully selected filters to make your videos/photos more beautiful than memories,CAMERA
Camera is used for capture images saved in storage and use for other app functionalities,Activate Deactivate Camera settings Set as Wallpaper,switch camera key restart preview run run setup screen surface item long click surface resume set neutral button show fatal error finish switch delete video restore run key run show cant read picture taken,"Multiple advanced camera shooting modes are supported: Timer, Burst, Reduced Noise, Wide Shot and Panorama",CAMERA
This permission help us to get an image from your Camera (take picture from Camera) for photo edit.,Save image Saved photos Save to new photo Frame Photo,get camera set display orientation open set picture size set preview size set preview range set preview set focus mode get focus take picture,add mini photo from camera or gallery,CAMERA
access to device camera,Open Camera,get direction get camera device index get orientation get camera register camera open start start create capture session capture ,"Introducing the Star Wars First Order Stormtrooper Robot with Companion App featuring a cutting-edge AR app experience, voice command, facial recognition, and sentry patrolling capabilities",CAMERA
"in order to let our app work in full functionality, users need to grant camera permission.",Camera Take Picture Open Select Edit Apply Save,get camera device set preview surface open set camera parameter get focus take picture release destroy,"Browse pictures from photo gallery, or take new one by camera, and start with editing photos",CAMERA
We require the android.permission.CAMERA permission. This is due to the fact that we are using barcode scanner in our app. The app will not take any images in the foreground or the background.,Scan and save many barcodes Barcode Scanning History,get camera open get focus set flash mode start preview ,You can use the In-Built barcode scanner to scan the tracing code,CAMERA
You can access your christmas pictures from your phone gallery or you can take a fresh pictures by using your phone?€?s camera,EDITOR Done Apply Log in ,set camera set preview run set camera start preview surface set camera set camera run surface ,"Select a image from gallery, take image by using the camera",CAMERA
camera permission is required,Valentines Day Photo Frames 2018 Camera Open Gallery,get camera open set picture size set preview size set preview range set preview format get focus start preview take picture,Select photos from gallery or capture new photo from camera,CAMERA
"Our Applications access device camera only when you opt to take a picture and access phone gallery only when you opt to do so but in any case, our app do not share your picture over the internet or to any third party without your consent. ","Permission to access your microphone and camera is needed, the camera will now close Image Preview Image to Text",surface texture available resume open camera get flash capture process capture resume open camera get video sizes start recording video surface stop preview prepare media recorder ,This is a FREE text scanner & converter application that scan your text that can later can be send via email or share on social media or you can copy that text in clipboard  and later can be used in any other app,CAMERA
some permissions required by our apps: camera,Camera Open Gallery,run add buffer preview frame get preview size ,"Xmas PIP camera is simple and easy to use application, with which you can create amazing Photo in Photo effects by combining photo blur and other photo effects to the christmas special photo frames",CAMERA
"To use our service, users need to grant certain permissions, such as camera",Camera Distance 1m Height 0 m Height Measure,get camera open set preview display surface surface set picture size set preview size set preview range set preview format get focus take picture,"The important point is aiming the camera at the GROUND, NOT the object",CAMERA
Users have to grant the app camera permission. We use camera to take photo.,Crop Image SunGlasses Privacy Policy SunGlasses Editor My Images My Image ,create set capture session start capture,Just select your photo from gallery and camera option,CAMERA
Camera: This is used only to open camera for taking photos.,"If your camera take a picture in silent, please leave it as OFF. Camera",click action set preview display take picture send message list item click start handle message run ,This camera can take picture in high resolution as your default camera,CAMERA
access to device camera is required,Open Camera Switch to Back Camera Switch to Front Camera Take Photo Save Photo  ,get camera set display orientation set preview size surface take picture delete set preview save photo surface picture taken touch event surface ,You can use Bluetooth Headset as the remote controller of your phone to take a photo via Bluetooth Camera,CAMERA
camera is only used for scanning QR code or barcode,Generate Save Text Scan auto focus ,click get focus mode set torch surface surface start camera view resume turn flash light view request result unbind click set flash light turn flashlight get permission snack bar request result resume set torch get flash mode show request permission rationale unbind request permission,"Just Open Scan possibility prime of screen and easily purpose to QR or barcode you wish to scan, app can mechanically sight and scan it",CAMERA
access to device camera is required for us to provide our service,Camera Gallery Settings Exit Take Photo Select Select All Done Cancel,get capture height get start capture set continuous focus mode get video sizes get capture format get capture width get auto focus,You can also create new images or take from your camera,CAMERA
Dictionary Camera and FlashLight uses the device's camera in order to scan text outside of the device (i.e. in the real world). No image data is sent from the device. The camera is never used when the camera preview window is not visible on the screen,Camera Take Photo Translate Return Settings,set preview display surface set preview configure camera take picture release handle message stop photo taken surface surface picture taken pause ,"Take a photo and translate you can take a photo of texts, words and phrases you are going to translate",CAMERA
camera permission is required,agent code transfer fund,run start scanner get camera set focus mode auto focus set preview surface set preview size start preview,"manage your finances; make card settlements, transfer funds and make payments using QR (Quick Response codes)",CAMERA
Users have to grant the app camera permission to take photo.,Advanced Settings Smart Settings Photo Settings Photo Size Photo Quality Camera Settings Back to camera Effects,set camera take picture stop preview pause take picture set preview surface close camera surface stop preview pause set preview switch camera set preview display start preview,Make beautiful photos and videos with multiple shooting modes and photo effects!,CAMERA
use device camera to take pictures and videos,All Image and Video Images Videos Select Image,get camera open set picture size set preview size set focus mode start preview take picture stop preview release,Take a photo and use face camera filters to swap faces with cute animals or add stickers on,CAMERA
CAMERA : To take pictures with camera,Mirror Selfy Camera Take Picture,run surface create create key get camera create set picture size take picture,CAMERA : To take pictures with camera,CAMERA
"The images you take using camera, or if you use any image from gallery, will remain inside the app only, we do not have access to any of your images.",Camera Cancel Caption Pick from Gallery,run create switch camera camera thread switch camera camera thread create get camera index get device back facing start capture camera thread run get camera front facing create get device name run create get camera get device name,"Now you can share audio, video, images and can take a picture with your phone camera for direct sharing",CAMERA
This app requires camera permission. Because the app need to open camera for scanning purpose.,SCAN IT,open driver start scanner start scanner camera camera surface get preview sizes get camera resolution receive resume ,Use your smartphone to scan and bag your items as you put them in your cart,CAMERA
we use device camera to take pictures,Type or take a picture of your homework Take Picture ,create click start activity capture image,Photograph your homework and other useful records; their photos will be stored in the app,CAMERA
"Com Error Team see the importance of data privacy comes first but sometimes we do need to ask some more information of the users for adoption in other applications or websites e.g. cemera, microphone, photos, location, account, contact and cell phone.",Halloween Makeup Save Image,create set content view click open camera open set preview get focus auto focus take picture stop destroy run release,Using this makeup application will help you to create a wonderful photo for this Halloween day,CAMERA
device camera access is required by our app to provide our service,Select any color for Disco Strobe Light ,create get camera list click set flash mode open,Flashlight Alert 2020Flash light on Call And SMS is a useful app to alert you when you receive a phone call or text message with the blink of your device flashlight or Torch light,CAMERA
this application take some sensitive permissions like camera permission is needed for getting an image from camera for user to get it edited,Rotate left Rotate right Flip H Flip V Advanced Image Size Masks Filters Tools Done Close Revert Undo Redo Save Share with a friend Cancel Apply ,open front camera set get preview size open back camera get preview sizes permission open camera start preview pause release camera set face detection listener take picture ,Amaze your friends with the artistic expert photos from our camera app,CAMERA
"Access camera of your device, permission to take photos and videos. ",We want to ask for the access to Your Photos and the Camera Open Camera Gallery Save Image,create start capture,Buzzing PhotoWhich selfie works the best as the profile photo,CAMERA
Camera permission is required by this app,Camera Button,run pause toggle light destroy touch set flash mode stop ,Use the cam LED light!,CAMERA
"com with captions for location and time information- Capture photos at important situation automaticallyBackground recording
Snapshot (supports auto focus, flash & gallery)",You can record a video in background process Start Recording Stop Recording Home Page,open set preview size get video sizes preview frame get preview format start preview ,Capture photos at important situation automatically,CAMERA
use device camera to take pictures and videos,Camera Open Gallery Take Photo Select Photo Save Cancel,get camera set focus mode auto focus set preview surface start preview take picture,Take a picture or select a photo from gallery,CAMERA
Scan your images or documents and save it into PDF format,"Image To Pdf It can help you to scan and save images, notes, receipts, whiteboard discussions, business cards, invoices,certificates etc. as a pdf.",take picture auto focus click build set flash mode view show get view orientation create view holder get flash mode preview click input zoom get flash mode preview surface texture available surface create take picture start face detection,Scan your images or documents and save it into PDF format,CAMERA
camera permission is required,Torch Flashlights,get camera open set picture size set preview size set preview range set preview format get focus take picture destroy stop release,Your camera's flash (flash) camera will be used as a small light,CAMERA
Use existing photos from your gallery or snap a new pic to use with the photo frames,Camera Take Photo Access to camera is required for taking photo,request result create create open create set picture size picture taken preview frame get preview size ,Use existing photos from your gallery or snap a new pic to use with the photo frames,CAMERA
"The images you take using camera, or if you use any image from gallery, will remain inside the app only, we do not have access to any of your images.",upload Photo Done Gallery,set preview surface start preview take picture,"The Osceola County Sheriff Office app allows users to report issues or concerns directly from their Android devices, with photos",CAMERA
Camera: This is used only to open camera for taking photos.,Take photo Save Photo to Gallery Done,get camera set preview surface create start preview set picture size take picture long touch start recording stop recording run stop release destroy,Camera: Needed to allow the user to take photos or videos and post them to Classroom,CAMERA
Camera: This is used only to open camera for taking photos.,Record Video Play Video,get camera set preview surface create start preview long touch start recording stop recording run stop release destroy,Camera: Needed to allow the user to take videos and post them to Classroom,CAMERA
This application implements camera function to take photos,Open Camera Gallery Take Photo Save Image Done Cancel,click open set preview get parameters get preview take picutre ,This application implements camera function to take photos.,CAMERA
This application implements camera function to take videos.,Click to start microphone Start Recording Stop Pause Save,open start preview click record video start recording stop recording destroy release ,This application implements camera function to take videos.,CAMERA
"The App will access your phone contacts and export them using one of the following methods: Send them as an email attachment to a destination of your choice. Save them as a file in the storage of your phone/device. Transfer them to the Site, as an intermediate stop for another phone/device.",Import Contact Contact Transfered,import contacts create new contact insert contact name insert contact photo insert contact address,"This app can import, export, and transfer your contacts.",CONTACT
"Interactions that you have with other users or content on the Service, and When you give us authorization, contact information of your friends from your mobile or tablet devices to connect your contacts and address book information with your Clikon account.",Please grant Clikon permission to access contacts on your phone Add to Favorite Save Contact ,selection string add print stack trace get activity build hide soft input window click value apply batch trim get context length set text get window token get text get current focus get system service dismiss get content resolver new update set visibility ,syncs with contacts and you're ready to go.,CONTACT
"JHINGUR.online may collect information from you, this may include technical or other related information from the device used to access JHINGUR.online including without limitation contact lists in your device",To body send ,click run create contact group,it will not read your contacts saved in phone but you can create separate contact list so that contact would be added in jhingur as your preference.,CONTACT
"we collect the automatically given information provided by Facebook such as public profile, friends list and e-mail. ",Set As Ringtone Set As Contact Ringtone Set As SMS/Notification Set As Alarm Tone Set Timer Credits Author name treba ovde ,click set ringtone assign contact get contact ,Set sound as default or contact ringtone,CONTACT
Permission to access contact information is used when you search contacts in zHorizon Apps.,Caller Id,receive information get contact get caller id get caller name,Read contacts: To read the device contacts to provide caller id information.,CONTACT
"Application uses contact permissions: Contacts (read your contacts) - connecting Your contacts with profiles (name, avatar, sending reports)",Add contact to fill this list,click add people add contact name add contact photo,"Contacts (read your contacts) - connecting Your contacts with profiles (name, avatar, sending reports)",CONTACT
Yabb may periodically access your contact list and/or address book on your device to find and keep track of mobile phone numbers of other users of our Service. You hereby give your express consent to Yabb to access your contact list and/or address book for mobile phone numbers in order make a copy of the phone numbers and names in your address book,Invite Contact Select,set click listener click get contact details get contact name get contact number,Find contacts who are already on Yabb and invite those who are not.,CONTACT
Yabb may periodically access your contact list and/or address book on your device to find and keep track of mobile phone numbers of other users of our Service. You hereby give your express consent to Yabb to access your contact list and/or address book for mobile phone numbers in order make a copy of the phone numbers and names in your address book,Add to existing contact Create new contact Contact Auto Sync,add number perform sync contact list,Easily add friends to your contacts list with Yabb Auto-sync.,CONTACT
This includes our use of the data that our Users provide us in order to enable our Users to use the Services to communicate with their contacts.,Import Contacts Select Google Contacts Local Contacts File Start Import Cancel,click import items get contact,"Contacts Import: Import business contacts from Google contacts, phonebook or excel sheet.",CONTACT
"The app has access to your contacts, but it doesn't store this information in local database and use it only while shortcut creation.",Select Contact Contact Shortcut,get contact list ,Read your contacts is required for selecting some contact which will be used as target for a shortcut.,CONTACT
we request access to your contacts stored within your Device to help you find your friends on the Services and access to your music library on your Device to help you find the music you love.,Searching Please use 2 or more characters when searching. ,click execute background get contact phone number get contact,Use your contact list to invite friends to events or find friends already using Bandsintown,CONTACT
"We will have the access to your user name, contact data, and the rest of data that could be found in your profile account.",Cut Tools Ringtone Contact Ringtone SMS Alarm Favorite ,click assign contact get contact list open input photo stream,Assign different melody for every contact,CONTACT
"Contacts permission Used for accessing contacts and profiles on the User's device, including the changing of entries.",Favorite Contacts Contact Info,read contact get conntact list get contact name image dummy main method start command ,Slide a contact to left to call or send a message directly and quickly call your favorite contacts!,CONTACT
