Permission,Original Description,DecribeCtx-Ctx Descritpion,Checked,DecribeCtx Descritpion,Checked,Code2Vec Descritpion,Checked,User Num
CAMERA,This camera can take picture in high resolution as your default camera,scan the camera to scan qr code,0.2,scan the camera to scan qr code,0.0,scan the camera to scan qr code,0.0,5
CAMERA,You can use Bluetooth Headset as the remote controller of your phone to take a photo via Bluetooth Camera,take photos from camera or take photos from gallery,0.2,take a photo from camera,0.2,take a photo from camera,0.2,5
CAMERA,Just Open Scan possibility prime of screen and easily purpose to QR or barcode you wish to scan; app can mechanically sight and scan it,take photos with camera or take photos from gallery,0.3333333333333333,take photos with camera or take photos from gallery,0.3333333333333333,take photos with camera or take photos from gallery,0.3333333333333333,3
CAMERA,You can also create new images or take from your camera,you can scan the qr code or barcode in your phone for scanning,0.6666666666666666,you can scan the qr code or barcode in your phone for scanning,0.6666666666666666,you can scan the qr code or barcode in your phone for scanning,0.6666666666666666,3
CAMERA,Take a photo and translate you can take a photo of texts; words and phrases you are going to translate,you can use the camera to take pictures,0.8333333333333334,take a photo with camera or select your photo from gallery,0.3333333333333333,take a photo with camera or select your photo from gallery,0.3333333333333333,6
CAMERA,manage your finances; make card settlements; transfer funds and make payments using QR (Quick Response codes),this application uses camera permission,0.6,the app uses camera to take pictures,0.6,this application uses camera permission,0.6,5
CAMERA,Make beautiful photos and videos with multiple shooting modes and photo effects!,you can use the camera to take pictures,1.0,you can use the camera to take pictures,0.0,you can use the camera to take pictures,0.0,1
CAMERA,Take a photo and use face camera filters to swap faces with cute animals or add stickers on,take a photo with camera or select your photo from gallery,0.6666666666666666,take a photo with camera or select your photo from gallery,0.6666666666666666,take a photo with camera or select your photo from gallery,0.6666666666666666,3
CAMERA,CAMERA : To take pictures with camera,scan with the camera,0.0,scan with the camera,0.0,scan with the camera,0.0,2
CAMERA,Now you can share audio; video; images and can take a picture with your phone camera for direct sharing,take the camera or take a photo,0.6666666666666666,take pictures with camera in your phone,1.0,take the camera or take a photo,0.6666666666666666,3
CAMERA,Use your smartphone to scan and bag your items as you put them in your cart,you can use the camera to take pictures,0.25,you can use the camera to take pictures,0.25,you can use the camera to take pictures,0.25,4
CAMERA,Photograph your homework and other useful records; their photos will be stored in the app,scan the qr code and barcode in your phone,0.0,scan the qr code and barcode in your phone,0.0,scan the qr code and barcode in your phone,0.0,4
CAMERA,Using this makeup application will help you to create a wonderful photo for this Halloween day,take pictures from camera or take from gallery,0.5,take pictures from camera or take from gallery,0.5,take a picture with the camera or take from gallery,0.16666666666666666,6
CAMERA,Flashlight Alert 2020Flash light on Call And SMS is a useful app to alert you when you receive a phone call or text message with the blink of your device flashlight or Torch light,you can use the camera to take a photo,0.75,take photos with device camera or to take from gallery,0.25,you can use the camera to take a photo,0.75,4
CAMERA,Amaze your friends with the artistic expert photos from our camera app,camera access,0.0,take photos from gallery or take photos from camera,1.0,take photos from gallery or take photos from camera,1.0,3
CAMERA,Buzzing PhotoWhich selfie works the best as the profile photo,you can use the camera to take pictures,0.3333333333333333,take a photo from camera,0.6666666666666666,take a photo from camera,0.6666666666666666,3
CAMERA,Use the cam LED light!,take photos with your device camera,0,take photos with your device camera,0,take photos from camera or take photos from gallery,0,0
CAMERA,Capture photos at important situation automatically,you can use the camera to take a photo,0.25,you can use flashlight of your camera from device camera,0.25,you can use the camera to take a photo,0.25,4
CAMERA,Take a picture or select a photo from gallery,the app uses camera permission to take photos,0.3333333333333333,the app uses camera permission to take photos,0.3333333333333333,the app will use camera permission,0.6666666666666666,3
CAMERA,Scan your images or documents and save it into PDF format,take a photo with camera or select your photo from gallery,0.6666666666666666,take a picture with device camera or take from gallery,0.6666666666666666,take a photo with camera or select your photo from gallery,0.6666666666666666,3
CAMERA,Your camera's flash (flash) camera will be used as a small light,scan the qr in your phone,0.3333333333333333,scan the qr in your phone,0.3333333333333333,select a photo from gallery or take a photo with the camera,0.3333333333333333,3
CAMERA,Use existing photos from your gallery or snap a new pic to use with the photo frames,take a photo with camera or select your photo from gallery,0.6666666666666666,take a photo with camera or select your photo from gallery,0.6666666666666666,take a photo with camera or select your photo from gallery,0.6666666666666666,3
CAMERA,The Osceola County Sheriff Office app allows users to report issues or concerns directly from their Android devices; with photos,this application uses camera permission,0.8,this application uses camera permission,0.4,this application uses camera permission,0.4,5
CAMERA,Camera: Needed to allow the user to take photos and post them to Classroom,select photos from the gallery,0.0,the app uses camera to take pictures,1.0,select photos from the gallery,0.0,2
CAMERA,Camera: Needed to allow the user to take videos and post them to Classroom,take the app with camera or take a photo,0.2,you can take photos with camera and share it with your friends,0.6,take the app with camera or take a photo,0.2,5
CONTACT,Voice dialer will recognize contact and automatically make call for you,read contacts for the purpose of assigning ringtone to contact,0.3333333333333333,the app use camera permission to record video and take pictures,0.5,the app read contacts to read your contacts,0.3333333333333333,6
CONTACT,assign ringtones to your contacts,the app can read contacts to read contacts,0.3333333333333333,the app can read contacts to read contacts,0.0,the app can read contacts to read contacts,0.0,3
CONTACT,assign ringtones to your contacts,read contacts for the purpose of assigning ringtone to contact,0.8,read your contacts to contacts,0.4,read your contacts to contacts,0.4,5
CONTACT,assign ringtones to your contacts,this app set ringtones set set to contacts,0,the app use use read contact permission,0,set ringtones to your contacts,0,0
CONTACT,assign ringtones to your contacts,this app uses read contact permission to set ringtone,0.6666666666666666,this app uses read contact permission to set ringtone,0.6666666666666666,you can read read contacts to set ringtones to your contacts,0.16666666666666666,6
CONTACT,assign ringtones to your contacts,read your contacts to assign ringtones for your contacts,0.8,read your contacts to assign ringtones for your contacts,0.8,this application uses read contact,0.0,5
CONTACT,assign ringtones to your contacts,read contacts for the purpose of assigning ringtone to contact,0.6666666666666666,read contacts for the purpose of assigning ringtone to contact,0.3333333333333333,read contacts for the purpose of assigning ringtone to contact,0.3333333333333333,3
CONTACT,assign ringtones to your contacts,you can set contact ringtone to contact to read your contact,0.3333333333333333,the app can read contacts to read contacts,0.3333333333333333,the app can read contacts to read contacts,0.3333333333333333,3
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,save photo and ringtone for your contacts,1.0,save photo and ringtone for your contacts,1.0,save photo and ringtone for your contacts,1.0,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,you can set contact ringtone to contact to read your contact,0.5,read your contacts to contacts,0.75,read your contacts to contacts,0.75,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,the app uses read contact permission to assign ringtones for contacts,0.6,the app uses read contact permission to assign ringtones for contacts,0.6,the app uses read contact permission to assign ringtones for contacts,0.6,5
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,this app set ringtones set set to contacts,0.5,the app uses read contact permission to assign ringtones for contacts,0.5,this app set ringtones set set to contacts,0.5,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,save photo and ringtone for your contacts,0.4,save photo and ringtone for your contacts,0.4,save photo and ringtone for your contacts,0.4,5
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,read contacts for the purpose of assigning ringtone to contact,0.8,the app read contacts to read your contacts,0.0,the app read contacts to read your contacts,0.0,5
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,you can set contact ringtone to contact to read your contact,0.75,set contact ringtones,0.75,set contact ringtones,0.75,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,set a ringtone for desired contact,0.0,set a ringtone for desired contact,0.0,read contacts and your contacts,0.0,3
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,read contacts for the purpose of assigning ringtone to contact,1.0,read contacts for the purpose of assigning ringtone to contact,0.3333333333333333,read contacts for the purpose of assigning ringtone to contact,0.3333333333333333,3
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,this app read contact to assign ringtones to your contacts,0.75,this app read contact to assign ringtones to your contacts,0.75,read contacts for the purpose of assigning ringtone to contact,0.5,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,set contact ringtones,0.3333333333333333,save photo and ringtone for your contacts,0.6666666666666666,set contact ringtones,0.3333333333333333,3
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,read contacts for the purpose of assigning ringtone to contact,0,set your contacts ringtone and as notification alarm,0,read your contacts to contacts,0,0
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,the app can read contacts to read contacts,0.75,the app use use read contact permission,0.25,the app can read contacts to read contacts,0.5,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,read your contacts to assign ringtones for your contacts,0.75,read your contacts to assign ringtones for your contacts,0.75,read your contacts to assign ringtones for your contacts,0.75,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,this application uses contact permission,1.0,set contact ringtones,0.25,set contact ringtones,0.25,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,you can set contact ringtone to contact to read your contact,0.6,read contact to your contacts and set ringtone for contact,0.4,you can set contact ringtone to contact to read your contact,0.6,5
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning ringtone to desired contact ,save photo and ringtone for your contacts,0.3333333333333333,save photo and ringtone for your contacts,0.3333333333333333,save photo and ringtone for your contacts,0.3333333333333333,6
CONTACT,Set as a ring tone; SMS notification alert; alarm sound or assign it to specific contacts ,this application use read contact,0,this application use read contact,0,this application use read contact,0,0
CONTACT,Contacts/Calendar; so Offi can route you to your contacts or location from a calendar event; store a connection in your calendar or e-mail it to your friends ,the app read contacts to read contacts save contacts,0.3333333333333333,the app read contacts to read contacts save contacts,0.6666666666666666,the app read contacts to read contacts save contacts,0.6666666666666666,3
CONTACT,Securely backs up contacts; messages; call logs to Bkav Cloud or SD Card ,app can read your contact,0.25,save contact and sms to storage or sd card,0.75,app can read your contact,0.0,4
CONTACT,read sent and received SMS messages,the application use contact permission,0.0,read contacts and your contacts,1.0,read contacts and your contacts,1.0,2
CONTACT,app can help you manage ringtone of contacts ; assign different ringtone to each contact ,the app read your contacts to assign ringtone to your contacts,0.6,the app read your contacts to assign ringtone to your contacts,0.6,the app read contacts to set contact ringtone,0.0,5
CONTACT,Save as Ringtone/Music/Alarm/Notification; or assign it to a contact ,the app read your contacts to assign ringtone to your contacts,1.0,the app read your contacts to assign ringtone to your contacts,1.0,the app read your contacts to assign ringtone to your contacts,1.0,4
CONTACT,Set the new clip as default ringtone or assign to contacts; using this editor ,this app uses read contact permission,0.3333333333333333,this app uses read contact permission,0.3333333333333333,the app can read contacts to read contacts,0.3333333333333333,3
CONTACT,Customize specific tunes for individual contacts or allow the app to set randomized tunes from your playlist for all outgoing calls,the application use contact permission,0.8,the app read contacts to read your contacts,0.2,the app read contacts to read your contacts,0.2,5
CONTACT,assign ringtones to your contacts,the app read contacts to read contacts,0.25,the app read contacts to read contacts,0.0,the app read contacts to read contacts,0.0,4
CONTACT,Mark important calls and filter them for quick access;- Call back and open contacts right from the app,the app can read your contacts,0.25,the app can read your contacts,0.0,the app can read your contacts,0.0,4
CONTACT,If you share a contact; a vCard will be generated on the fly ,this application use read contact,0.2,read contacts and your contacts,0.6,read contacts and your contacts,0.6,5
CONTACT,This app can import; export; and transfer your contacts.,the app read contacts to read contacts,0.2,this app will read contact to read contacts and save contacts to device,0.8,the app read contacts to read contacts,0.2,5
CONTACT,syncs with contacts and you?'?re ready to go. add your favorite contacts in app home screen to make the call within a couple of touches.,the app can read your contacts,0.4,the app can can read contacts or contact,0.4,the app can read your contacts,0.4,5
CONTACT,it will not read your contacts saved in phone but you can create separate contact list so that contact would be added in jhingur as your preference.,the app uses contact permission to set contact ringtone,0.3333333333333333,app use can can read contact,0.6666666666666666,the app uses contact permission to set contact ringtone,0.0,3
CONTACT,Set sound as default or contact ringtone,the app can read your contacts to assign ringtones for your contacts,1.0,the app can read your contacts to assign ringtones for your contacts,1.0,the app can read your contacts to assign ringtones for your contacts,1.0,5
CONTACT,Read contacts: To read the device contacts to provide caller id information.,the app can read contacts,0.6666666666666666,you can read contact contacts details,0.0,the app can read contacts,0.6666666666666666,3
CONTACT,Contacts (read your contacts) - connecting Your contacts with profiles (name; avatar; sending reports),save photos to contact or contacts,0.25,save photos to contact or contacts,0.25,save photos to contact or contacts,0.25,4
CONTACT,Find contacts who are already on Yabb and invite those who aren?'?t.,this app can read contact to read contacts,0.6,this app can read contact to read contacts,0.6,read contacts and your contacts,0.0,5
CONTACT,Easily add friends to your contacts list with Yabb Auto-sync.,the app save contacts and save your contact,0.3333333333333333,save contact to your phone book,0.6666666666666666,read your contacts to contacts,0.3333333333333333,3
CONTACT,Contacts Import: Import business contacts from Google contacts; phonebook or excel sheet.,app can read your contacts,0.3333333333333333,you can download contact to device storage storage,0.3333333333333333,app can read your contacts,0.3333333333333333,3
CONTACT,Read your contacts is required for selecting some contact which will be used as target for a shortcut.,the app use read contact permission to read contact,0.25,the app use read contact permission to read contact,0.25,the app use read contact permission to read contact,0.25,4
CONTACT,Use your contact list to invite friends to events or find friends already using Bandsintown,set contact ringtones,0.25,you can use contacts and your contacts,0.5,you can use contacts and your contacts,0.5,4
CONTACT,Assign different melody for every contact,this app read your contacts and read contacts,0.75,set a ringtone for desired contact,0.5,set contact ringtones,0.5,4
CONTACT,Slide a contact to left to call or send a message directly and quickly call your favorite contacts!,read your contacts to set ringtone or notification alert sound,0.75,the app use read contact to read contacts,0.5,the app read contacts to read your contacts,0.75,4
CONTACT,Set as a ring tone; SMS notification alert; alarm sound or assign it to specific contacts,the app use read contact permission to read contact,0.2,the app use read contact permission to read contact,0.0,the app use read contact permission to read contact,0.0,5
CONTACT,READ_CONTACTS to read your contacts; Home screen widget displaying the upcoming birthday and anniversary dates of your contacts,the app uses read contact permission,0.75,the app uses read contact permission,0.5,the app uses read contact permission,0.5,4
CONTACT,Simply tap on the call tab on Skype Lite; and start the group call with your friends on Skype Lite. You can also share a Skype Lite group call link with your friends on popular social apps like WhatsApp; Facebook Messenger or SMS; and invite them to join the call.,save contacts,0.4,the app can read contacts to read contacts,0.6,the app can read contacts to read contacts,0.6,5
CONTACT,This application allows you to transfer within a few seconds all your contacts to your new phone.,app can read your contacts and contacts,0.3333333333333333,save contacts to your phone book,1.0,app can read your contacts and contacts,0.0,3
CONTACT,Barcode and QR scanner can scan and read all QR / barcode types including contact; email; and many other formats.,this application use read contact,0.0,this application use read contact,0.25,this application use read contact,0.25,4
CONTACT,Activate your astDial account; upload contact on cloud,the app read contacts and read contacts,0.3333333333333333,the app read contacts and read contacts,0.3333333333333333,the app read contacts and read contacts,0.3333333333333333,3
CONTACT,The phonebook Contacts App helps you to modify; delete and insert contact.,this app you can read contacts and read contacts,0.6666666666666666,you can add new contact and add contacts,0.6666666666666666,this app you can read contacts and read contacts,0.3333333333333333,3
CONTACT,You can send an unlimited amount of messages; photos; videos and files of any type to your contacts and have group chat with up to 200 contacts at a time.,the app read contacts to read your contacts,0.0,the app will read your contacts and you can send sms to contacts for contact,1.0,the app read contacts to read your contacts,0.0,2
CONTACT,This app uses Read Contacts permission to read contacts per your action taken.,the app will read contact,0.6666666666666666,the app will read contact,0.6666666666666666,this application use read contact,0.6666666666666666,3
CONTACT,This app uses Write Contacts permission to add/delete contacts as per your action taken.,set contact ringtones,0.5,save contacts or contact or add new contacts,0.75,set contact ringtones,0.5,4
CONTACT,READ_CONTACTS; WRITE_CONTACTS: for internal use for the purpose of assigning the ringtone to desired contact,the app uses read contact permission to read contacts,1.0,the app uses read contact permission to read contacts,0.6666666666666666,the app uses read contact permission to read contacts,0.6666666666666666,3
CONTACT,You can import thousands of contacts into separate groups from a spreadsheet (CSV) in seconds. The contacts are synced real-time from your computer with your Android app.,this app read contact to read your contacts,0.75,save contacts to device storage storage,0.25,read contacts and your contacts,0.5,4
CONTACT,READ_CONTACT permission needed for autocompletion when you are using on screen keyboard.,save contact for your device,0.25,this app read contact to read your contacts,0.5,save contact for your device,0.5,4
CONTACT,Recover Deleted All Photos; Files And Contacts.,the app read your contacts to read contact,0.4,the app read your contacts to read contact,0.6,the app read your contacts to read contact,0.6,5
CONTACT,Set as a ring tone; SMS notification alert; alarm sound or assign it to specific contacts,this app uses read contact permission,0.0,you can set contact ringtones notification alert and save photo to contacts,1.0,this app uses read contact permission,0.0,5
CONTACT,You may create favorite contact list for privacy or may put contact list in the privacy to secure your contact while ring.,this app use contact permission,0.5,this app use contact permission,0.5,this app use contact permission,0.5,4
CONTACT,Edit contacts and add notes to the people you meet.,you can use contacts and your contacts,0.5,save photo to contacts and you can use save contacts to device,0.3333333333333333,you can use contacts and your contacts,0.5,6
CONTACT,Mobile Tracker App uses permission to read the contact and make user's to pick individual contact to store in the application and display picked contact numbers when user get in to this app.,this app will use read contact permission,0.3333333333333333,the app read contact read contacts,0.5,the app can read contacts to read contacts,0.3333333333333333,6
CONTACT,PERMISSION for reading contacts: It allows you to share the same resources accross multiple projects.,the app read your contacts to read contact,0.4,the app read your contacts to read contact,0.2,the app read your contacts to read contact,0.2,5
CONTACT,Import persons from your contacts or a Google spreadsheet,app can read contact to read your contacts,0.25,app can read contact to read your contacts,0.75,app can read contact to read your contacts,0.75,4
CONTACT,You can create list from your contacts to exclude them from caller name announcement. Calling person name if exists in your contacts.,this application read your contacts to read contacts,0.0,read contacts and your contacts,1.0,read contacts and your contacts,1.0,2
CONTACT,Easily export contacts to Salesforce; SugarCRM or save as Excel files,the app can read contacts to read your contacts,0.6666666666666666,save new contacts to your phone,0.0,read contacts and your contacts,0.3333333333333333,3
CONTACT,CREAM assistant is also a base of your contacts; which can be quickly created and organized.,you can can the app use read contacts,0.6,you can can the app use read contacts,0.6,you can can the app use read contacts,0.6,5
CONTACT,Set ringtones photos for your contacts.,the app will save your contacts or contact to device,0.5,the app will save your contacts or contact to device,0.25,the app will save your contacts or contact to device,0.25,4
CONTACT,This application can restore all your MANUALLY deleted Contacts; and synchronize your all contacts,the app uses read contact permission to read contacts,0.25,read your contacts to contacts,0.25,read your contacts to contacts,0.25,4
CONTACT,syncs with contacts and you're ready to go; add your favorite contacts in app home screen to make the call within a couple of touches.,this app can read your contacts,0.2,read your contacts to contacts,0.4,read your contacts to contacts,0.4,5
CONTACT,this app need to read contacts from the device.,the app can use read contact to read read contacts,0.3333333333333333,this app can read your contacts,0.8333333333333334,the app can use read contact to read read contacts,0.3333333333333333,6
CONTACT,READ CONTACTS: Required to display and read contact information.,the app use contact permission to read contacts,0,the app use contact permission to read contacts,0,the app use contact permission to read contacts,0,0
CONTACT,WRITE CONTACTS: Required write contact information.,this app uses write contact permission to write contacts,0.8,this app uses write contact permission to write contacts,0.8,this app uses read contacts and read contacts,0.2,5
CONTACT,this app requires read contacts.,the app can add contacts and add contacts,0.0,this app will use read contact to read your contacts list,1.0,the app can add contacts and add contacts,0.3333333333333333,3
CONTACT,this app need write contact permission to create new contacts.,the app use contact permission to read contacts,0.6,the app use contact permission to read contacts,0.4,the app use contact permission to read contacts,0.4,5
CONTACT,Contact Recovery can restore your deleted contacts from your internal phone database and restore them in the original Contact thread,this app uses read contact permission,1.0,this app uses read contact permission,1.0,this app uses read contact permission,1.0,2
CONTACT,read & write contacts- to assign ringtone for a specific contact.,our apps use contact permission to read your contacts and contacts,0.4,the app read contacts to read your contacts,0.4,the app read contacts to read your contacts,0.4,5
CONTACT,QR and Barcode Scanner can scan and read all QR / Barcode types including text; url; ISBN; product; contact; calendar; email; location; Wi-Fi and many other formats.,read contacts for the purpose of assigning ringtone to contact,0.0,our apps use contact permission to read your contacts and contacts,0.75,read contacts for the purpose of assigning ringtone to contact,0.25,4
CONTACT,Assign different ?'?ringtones and notifications?'? to specific contacts from your phonebook,this app uses read contacts to read your contacts,0.0,you can save ringtones for your contacts or contact,0.75,this app uses read contacts to read your contacts,0.25,4
CONTACT,Share the name and contact details of the phone owner; and the emergency contact details,the app can use read contact to read read contacts,0.0,the app can use read contact to read read contacts,1.0,the app can use read contact to read read contacts,1.0,1
CONTACT,We ask permission to access your contact list so that you will know who among your friends is also using the app.,the app use contact permission to read contacts,0.0,the app use contact permission to read contacts,0.0,the app use contact permission to read contacts,0.0,4
CONTACT,To read/write Call Logs and Contacts is required to backup; access; and restore your call history and contacts.,this app will save your contacts to device storage,0.6666666666666666,this app will save your contacts to device storage,0.6666666666666666,this app will save your contacts to device storage,0.6666666666666666,3
CONTACT,This application uses the data of your contacts on your phone; keep all your data if you change your device!,this app uses read contact permission,0.0,app uses read contact permission to read your contacts or contact,0.6666666666666666,this app uses read contact permission,0.3333333333333333,3
CONTACT,Settings for enabling or disabling telling names of contacts or unknown numbers both for call and message,this app uses read contact permission,0.75,this app uses read contact permission,0.75,this app uses read contact permission,0.75,4
CONTACT,It allows you to manage Contacts. Wide selection of fields and unlimited number of contact groups that can be organized hierarchically.,the app read contacts and read contacts,0.3333333333333333,the app read contacts and read contacts,0.3333333333333333,the app read contacts and read contacts,0.3333333333333333,3
CONTACT,Set as a default ringtone; contact tone; SMS notification or alarm clock sound,access contact from your phone contacts,0.2,set ringtones to your contacts,0.6,set ringtones to your contacts,0.6,5
CONTACT,This App uses permissions of usage access; read contacts for secure the call and read phone state for call.,this application uses read contact permission,0.0,access contact from your phone contacts,1.0,this application uses read contact permission,0.0,3
CONTACT,You can send SMS; Email with preselected contact person/persons or share as text with other applications installed on device.,the app send sms to your contacts in the phone,0.75,the app send sms to your contacts in the phone,0.75,the app send sms to your contacts in the phone,0.75,4
CONTACT,we upload your contacts to your own password protected cloud account The Epic Contact App allows you to instantly update any single contact; or all of them as a group; with any changes to your contact data you choose to make,you can save your contacts to save contact in your device,0.75,the app use read contact permission to read your contacts,0.75,you can save your contacts to save contact in your device,0.5,4
CONTACT,E2PDF allows backup of sms; contact; select any contact and get PDF backup of Call Log and detailed SMS conversation/ SMS chat of your loved ones.,this app can save your contacts,0.8,the app can read contacts to read contacts,0.2,the app can read contacts to read contacts,0.2,5
CONTACT,Share business contacts and Import or Export business contacts,app read your contacts and and read contacts,1.0,app read your contacts and and read contacts,0.25,app read your contacts and and read contacts,0.25,4
CONTACT,Mobile Tracker App uses permission to read the contact and make user's to pick individual contact to store in the application and display picked contact numbers when user get in to this app.,app read your contacts,0.8,app read your contacts,0.8,app read your contacts,0.8,5
CONTACT,assign the ring tones to your contacts,app can read contacts to read contact,0.25,app can read contacts to read contact,0.5,app can read contacts to read contact,0.5,4
CONTACT,This App uses permissions of read contacts.,app can read contacts to read contact,2.0,app can read contacts to read contact,2.0,the app can use read contact to read read contacts,3.0,6
CONTACT,Press button "View the contacts" to view the list of contacts. You can view all details of a contact; search a contact name; delete some not necessary contacts,you can read contact detalls of your contacts or contact,1.0,you can read contact detalls of your contacts or contact,1.0,you can read contact detalls of your contacts or contact,1.0,4
CONTACT,You can decide if to synchronize contacts for each account; and delete synchronized ones from Telegram servers.,save your contact to contacts,0.25,save your contact to contacts,0.25,the app uses contact permission to read contacts and read contacts,0.75,4
CONTACT,Caller name speaker and announcer uses permission to read contacts for speaking the incoming caller name.,the app can read contact or contacts to read your contact,0.0,the app can read contact or contacts to read your contact,1.0,the app can read contact or contacts to read your contact,1.0,2
CONTACT,Create QR from contacts or bookmarks for your friend to scan it on their device,save contacts to your phone storage,0.16666666666666666,the app can read contact or contacts to read your contact,0.6666666666666666,save contacts to your phone storage,0.5,6
CONTACT,Load; save; delete; backup or retore contacts from phone or SIM card.,you can set ringtones to desired contacts,0.0,you can set ringtones to desired contacts,1.0,you can set ringtones to desired contacts,1.0,2
CONTACT,ASSIGN DIFFERENT RINGTONES TO SPECIFIC CONTACTS,you can read contacts and set contact ringtone,0.75,read your contacts to contacts,0.0,read your contacts to contacts,0.0,4
CONTACT,Set these sounds as SMS ringtones; alarm sounds; contact ringtones or notification sounds,this application can read your contacts,0.3333333333333333,set your contacts ringtone and as notification alarm,0.6666666666666666,this application can read your contacts,0.3333333333333333,3
CONTACT,syncs with contacts and add your favorite contacts in app home screen to make the call within a couple of touches.,access contact information to read contacts,0.4,access contact information to read contacts,0.4,the app can read contacts to read contacts,0.0,5
CONTACT,Back up your contacts and sync them across all your devices.,read contacts for the purpose of assigning ringtone to contact,0.2,the app use read contact permission to read your contact and you can use save your contacts,0.8,read contacts for the purpose of assigning ringtone to contact,0.2,5
CONTACT,Choose awesome sounds as dj beats for your short message for notification tone; or some long ringtones that you can set as contact ringtone.,download ringtone for your device,1.0,download ringtone for your device,1.0,download ringtone for your device,1.0,5
CONTACT,Create QR from contacts or bookmarks for your friends to scan on their device,the app can read contacts to read contacts,0.4,the app can read contact or contacts to read your contact,0.4,the app can read contacts to read contacts,0.4,5
CONTACT,CONTACTS: The permission is required to sync your friend list and Google Account,this app read contact to read your contacts,0.3333333333333333,the app read your contacts and sync with your contacts,1.0,this app read contact to read your contacts,0.3333333333333333,3
CONTACT,CONTACTS: Used for GAMEVIL LIVE login,this app uses read contact permission to read contacts,1.0,this app uses read contact permission to read contacts,1.0,this app uses read contact permission to read contacts,1.0,4
CONTACT,Assign a different tone for each contact,set a ringtone for desired contact,0.75,set a ringtone for desired contact,0.75,the app can can read your contacts,0.5,4
CONTACT,Challenge friends from your contacts to some truck pulling ,this app read your contacts and read contacts,0.5,this app read your contacts and read contacts,1.0,this app read your contacts and read contacts,1.0,2
CONTACT,Flexible integration with your phone book contacts,the app you can read contacts in your phone,0,the app you can read contacts in your phone,0,the app you can read contacts in your phone,0,0
CONTACT,CONTACTS: The permission is required to sync your friend list and Google Account,this app uses read contact permission,0,this app uses read contact permission,0,this application use read contact,0,0
CONTACT,Select a contact from your address book and Glympse Express creates a shortcut enabling you to send to that contact,the app uses read contact to read your contacts,0.25,the app uses read contact to read your contacts,0.25,the app read contacts to read your contacts,0.75,4
CONTACT,You can create interesting text for ringtones and set a ringtone for each contact,the app can read your contacts,0.0,the app can read your contacts,0.25,the app can read your contacts,0.25,4
CONTACT,Use Pinnr to tag your contacts with a GeoCode,app use contact permission to read your contacts,0.6666666666666666,app use contact permission to read your contacts,0.16666666666666666,app use contact permission to read your contacts,0.16666666666666666,6
CONTACT,Double click the power button and dial only by speaking the contact name!,the app can read contacts to read contacts,0.2,this app uses read contact permission,0.6,the app can read contacts to read contacts,0.2,5
CONTACT,Set a loud sound or ringtone to a contact; as the default ringtone; notification or alarm,the app can read contacts to read contacts,0.0,set a ringtone for desired contact,1.0,the app can read contacts to read contacts,0.0,3
CONTACT,Set the current ringtones as Contact ringtone,read contacts for the purpose of assigning ringtone to contact,0.8333333333333334,this app uses read contact permission to set ringtone,0.3333333333333333,read contacts for the purpose of assigning ringtone to contact,0.8333333333333334,6
CONTACT,It also allows you to import guests from contacts on your phone and manage RSVPs,you can read contact and read your contacts,0.3333333333333333,you can read contact and read your contacts,0.3333333333333333,you can read contact and read your contacts,0.3333333333333333,3
CONTACT,READ_CONTACTS - to use phonebook for selecting a tab's name and phone number,this app you can read contacts and read contacts,0.25,read your contacts to contacts,0.5,read your contacts to contacts,0.5,4
CONTACT,App Lock Security is an app protector which can basically lock your applications such as contacts,the app read contact to read contacts,0.75,the app read contact to read contacts,0.75,read your contacts to contacts,0.25,4
CONTACT,set as a contact ringtone,set ringtones to your contacts,0.4,the app can assign ringtones for your contacts in your phone,0.8,set ringtones to your contacts,0.4,5
